PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Sex_male,Embarked_Q,Embarked_S
"162,1.266989801811655,-0.3693648410115938,""Watt, Mrs. James (Elizabeth """"Bessie"""" Inglis Milne)"",1.1772512688250159,-0.5704718797539301,0.0,C.A. 33595,-0.12857214902222655,False,False,True"
"163,-0.7892723355548015,0.8273772438659699,""Bengtsson, Mr. John Viktor"",-0.2530625840359221,-0.5704718797539301,0.0,347068,-0.7562342878322426,True,False,True"
"164,-0.7892723355548015,0.8273772438659699,""Calic, Mr. Jovo"",-1.1725500608750965,-0.5704718797539301,0.0,315093,-0.6863847394693725,True,False,True"
"165,-0.7892723355548015,0.8273772438659699,""Panula, Master. Eino Viljami"",-0.048732033627216675,-0.5704718797539301,0.0,3101295,1.7553980638636366,True,False,True"
"166,1.266989801811655,0.8273772438659699,""Goldsmith, Master. Frank John William """"Frankie"""""",-1.9898722625099183,-0.5704718797539301,0.0,363291,0.24723809709913092,True,False,True"
"167,1.266989801811655,-1.5661069258891576,""Chibnall, Mrs. (Edith Martha Bowerman)"",-0.048732033627216675,-0.5704718797539301,0.0,113505,2.9605487222371005,False,False,True"
"168,-0.7892723355548015,0.8273772438659699,""Skoog, Mrs. William (Anna Bernhardina Karlsson)"",1.6880776448467794,1.3476052706640012,0.0,347088,0.8276780060300235,False,False,True"
"169,-0.7892723355548015,-1.5661069258891576,""Baumann, Mr. John D"",-0.048732033627216675,-0.5704718797539301,0.0,PC 17318,0.6722381660112423,True,False,True"
"170,-0.7892723355548015,0.8273772438659699,""Ling, Mr. Lee"",-0.048732033627216675,-0.5704718797539301,0.0,1601,3.0782737413257553,True,False,True"
"171,-0.7892723355548015,-1.5661069258891576,""Van der hoef, Mr. Wyckoff"",-0.048732033627216675,-0.5704718797539301,0.0,111240,1.2684188182351759,True,False,True"
"172,-0.7892723355548015,0.8273772438659699,""Rice, Master. Arthur"",-2.5006986385316816,-0.5704718797539301,0.0,382652,0.9240900586999007,True,True,False"
"173,1.266989801811655,0.8273772438659699,""Johnson, Miss. Eleanor Ileen"",-0.048732033627216675,1.3476052706640012,0.0,347742,-0.49192359682714204,False,False,True"
"174,-0.7892723355548015,0.8273772438659699,""Sivola, Mr. Antti Wilhelm"",-0.7638889600576857,-0.5704718797539301,0.0,STON/O 2. 3101280,-0.7444287303624617,True,False,True"
"175,-0.7892723355548015,-1.5661069258891576,""Smith, Mr. James Clinch"",-0.048732033627216675,-0.5704718797539301,0.0,17764,1.0477178565234457,True,False,False"
"176,-0.7892723355548015,0.8273772438659699,""Klasen, Mr. Klas Albin"",-1.0703847856707438,1.3476052706640012,0.0,350404,-0.7500009534881984,True,False,True"
"177,-0.7892723355548015,0.8273772438659699,""Lefebre, Master. Henry Forbes"",-0.048732033627216675,-0.5704718797539301,0.0,4133,0.6361682527552384,True,False,True"
"178,-0.7892723355548015,-1.5661069258891576,""Isham, Miss. Ann Elizabeth"",2.198904020868543,-0.5704718797539301,0.0,PC 17595,0.8916247756580032,False,False,False"
"179,-0.7892723355548015,-0.3693648410115938,""Hale, Mr. Reginald"",0.15559851678148875,-0.5704718797539301,0.0,250653,-0.34500736930154247,True,False,True"
"180,-0.7892723355548015,0.8273772438659699,""Leonard, Mr. Lionel"",0.768590168007605,-0.5704718797539301,0.0,LINE,-1.3681556833492174,True,False,True"
"181,-0.7892723355548015,0.8273772438659699,""Sage, Miss. Constance Gladys"",-0.048732033627216675,-0.5704718797539301,0.0,CA. 2343,-0.2305564248178402,False,False,True"
"182,-0.7892723355548015,-0.3693648410115938,""Pernot, Mr. Rene"",-0.048732033627216675,-0.5704718797539301,0.0,SC/PARIS 2131,-0.18366475054787054,True,False,False"
"183,-0.7892723355548015,0.8273772438659699,""Asplund, Master. Clarence Gustaf Hugo"",-1.9898722625099183,-0.5704718797539301,0.0,347077,1.1021572172024288,True,False,True"
"184,1.266989801811655,-0.3693648410115938,""Becker, Master. Richard F"",-0.048732033627216675,3.2656824210819324,0.0,230136,1.7012892587938078,True,False,True"
"185,1.266989801811655,0.8273772438659699,""Kink-Heilmann, Miss. Luise Gretchen"",-2.5006986385316816,-0.5704718797539301,0.0,315153,0.36529367179693956,False,False,True"
"186,-0.7892723355548015,-1.5661069258891576,""Rood, Mr. Hugh Roscoe"",-0.048732033627216675,-0.5704718797539301,0.0,113767,2.5670301399110715,True,False,True"
"187,1.266989801811655,0.8273772438659699,""O'Brien, Mrs. Thomas (Johanna """"Hannah"""" Godfrey)"",-0.048732033627216675,1.3476052706640012,0.0,370365,-0.148248078138528,False,True,False"
"188,1.266989801811655,-1.5661069258891576,""Romaine, Mr. Charles Hallace (""""Mr C Rolmane"""")"",1.6880776448467794,-0.5704718797539301,0.0,111428,0.7214279888019959,True,False,True"
"189,-0.7892723355548015,0.8273772438659699,""Bourke, Mr. John"",1.1772512688250159,1.3476052706640012,0.0,364849,-0.148248078138528,True,True,False"
"190,-0.7892723355548015,0.8273772438659699,""Turcin, Mr. Stjepan"",0.768590168007605,-0.5704718797539301,0.0,349247,-0.7467268788832456,True,False,True"
"191,1.266989801811655,-0.3693648410115938,""Pinsky, Mrs. (Rosa)"",0.3599290671901942,-0.5704718797539301,0.0,234604,-0.34500736930154247,False,False,True"
"192,-0.7892723355548015,-0.3693648410115938,""Carbines, Mr. William"",-0.9682195104663911,-0.5704718797539301,0.0,28424,-0.34500736930154247,True,False,True"
"193,1.266989801811655,0.8273772438659699,""Andersen-Jensen, Miss. Carla Christine Nielsine"",-0.9682195104663911,1.3476052706640012,0.0,350046,-0.7500009534881984,False,False,True"
"194,1.266989801811655,-0.3693648410115938,""Navratil, Master. Michel M"",-2.6028639137360345,1.3476052706640012,0.0,230080,0.6781409447461326,True,False,True"
"195,1.266989801811655,-1.5661069258891576,""Brown, Mrs. James Joseph (Margaret Tobin)"",1.5859123696424267,-0.5704718797539301,0.0,PC 17610,0.8135743000394587,False,False,False"
"196,1.266989801811655,-1.5661069258891576,""Lurette, Miss. Elise"",-0.048732033627216675,-0.5704718797539301,0.0,PC 17569,-0.2305564248178402,False,False,False"
"197,-0.7892723355548015,0.8273772438659699,""Mernagh, Mr. Robert"",-0.048732033627216675,-0.5704718797539301,0.0,368703,-0.7582018807438727,True,True,False"
"198,-0.7892723355548015,0.8273772438659699,""Olsen, Mr. Karl Siegwart Andreas"",1.3815818192337213,-0.5704718797539301,0.0,4579,-0.7067139094323351,True,False,True"
"199,1.266989801811655,0.8273772438659699,""Madigan, Miss. Margaret """"Maggie"""""",-0.048732033627216675,-0.5704718797539301,0.0,370370,-0.7582018807438727,False,True,False"
"200,-0.7892723355548015,-0.3693648410115938,""Yrois, Miss. Henriette (""""Mrs Harbeck"""")"",-0.45739313444462754,-0.5704718797539301,0.0,248747,-0.34500736930154247,False,False,True"
"201,-0.7892723355548015,0.8273772438659699,""Vande Walle, Mr. Nestor Cyriel"",-0.048732033627216675,-0.5704718797539301,0.0,345770,-0.6204703769297627,True,False,True"
"202,-0.7892723355548015,0.8273772438659699,""Sage, Mr. Frederick"",-0.048732033627216675,-0.5704718797539301,0.0,CA. 2343,-0.2305564248178402,True,False,True"
"203,-0.7892723355548015,0.8273772438659699,""Johanson, Mr. Jakob Alfred"",0.5642596175988996,-0.5704718797539301,0.0,3101264,-0.8569120819345339,True,False,True"
"204,-0.7892723355548015,0.8273772438659699,""Youseff, Mr. Gerious"",1.7391602824489558,-0.5704718797539301,0.0,2628,-0.7995213318881058,True,False,False"
"205,1.266989801811655,0.8273772438659699,""Cohen, Mr. Gurshon """"Gus"""""",-1.0703847856707438,-0.5704718797539301,0.0,A/5 3540,-0.7345907658043109,True,False,True"
"206,-0.7892723355548015,0.8273772438659699,""Strom, Miss. Telma Matilda"",-0.048732033627216675,-0.5704718797539301,0.0,347054,-0.5447180498320021,False,False,True"
"207,-0.7892723355548015,0.8273772438659699,""Backstrom, Mr. Karl Alfred"",0.3599290671901942,1.3476052706640012,0.0,3101278,-0.120701777375706,True,False,True"
"208,1.266989801811655,0.8273772438659699,""Albimona, Mr. Nassef Cassem"",-0.2530625840359221,-0.5704718797539301,0.0,2699,0.1104903897408361,True,False,False"
"209,1.266989801811655,0.8273772438659699,""Carr, Miss. Helen """"Ellen"""""",-1.2747153360794492,-0.5704718797539301,0.0,367231,-0.7582018807438727,False,True,False"
"210,1.266989801811655,-1.5661069258891576,""Blank, Mr. Henry"",1.1772512688250159,-0.5704718797539301,0.0,112277,1.0716595270721616,True,False,False"
"211,-0.7892723355548015,0.8273772438659699,""Ali, Mr. Ahmed"",-0.45739313444462754,-0.5704718797539301,0.0,SOTON/O.Q. 3101311,-0.8132944822695167,True,False,True"
"212,1.266989801811655,-0.3693648410115938,""Cameron, Miss. Clear Annie"",0.6664248928032523,-0.5704718797539301,0.0,F.C.C. 13528,0.28462236242010375,False,False,True"
"213,-0.7892723355548015,0.8273772438659699,""Perkin, Mr. John Henry"",-0.661723684853333,-0.5704718797539301,0.0,A/5 21174,-0.7975537389764756,True,False,True"
"214,-0.7892723355548015,-0.3693648410115938,""Givard, Mr. Hans Kristensen"",0.15559851678148875,-0.5704718797539301,0.0,250646,-0.34500736930154247,True,False,True"
"215,-0.7892723355548015,0.8273772438659699,""Kiernan, Mr. Philip"",-0.048732033627216675,1.3476052706640012,0.0,367229,-0.7582018807438727,True,True,False"
"216,1.266989801811655,-1.5661069258891576,""Newell, Miss. Madeleine"",0.2577637919858415,1.3476052706640012,0.0,35273,-0.2305564248178402,False,False,False"
"217,1.266989801811655,0.8273772438659699,""Honkanen, Miss. Eliina"",-0.1508973088315694,-0.5704718797539301,0.0,STON/O2. 3101283,-0.7444287303624617,False,False,True"
"218,-0.7892723355548015,-0.3693648410115938,""Jacobsohn, Mr. Sidney Samuel"",1.3815818192337213,1.3476052706640012,0.0,243847,0.7568446612113384,True,False,True"
"219,1.266989801811655,-1.5661069258891576,""Bazzani, Miss. Albina"",0.3599290671901942,-0.5704718797539301,0.0,11813,-0.2305564248178402,False,False,False"
"220,-0.7892723355548015,-0.3693648410115938,""Harris, Mr. Walter"",0.15559851678148875,-0.5704718797539301,0.0,W/C 14208,-0.5417666604645569,True,False,True"
"221,1.266989801811655,0.8273772438659699,""Sunderland, Mr. Victor Francis"",-1.2747153360794492,-0.5704718797539301,0.0,SOTON/OQ 392089,-0.7345907658043109,True,False,True"
"222,-0.7892723355548015,-0.3693648410115938,""Bracken, Mr. James H"",-0.1508973088315694,-0.5704718797539301,0.0,220367,-0.34500736930154247,True,False,True"
"223,-0.7892723355548015,0.8273772438659699,""Green, Mr. George Henry"",2.3010692960728956,-0.5704718797539301,0.0,21440,-0.7345907658043109,True,False,True"
"224,-0.7892723355548015,0.8273772438659699,""Nenkoff, Mr. Christo"",-0.048732033627216675,-0.5704718797539301,0.0,349234,-0.7467268788832456,True,False,True"
"225,1.266989801811655,-1.5661069258891576,""Hoyt, Mr. Frederick Maxfield"",0.9729207184163104,1.3476052706640012,0.0,19943,-0.2305564248178402,True,False,True"
"226,-0.7892723355548015,0.8273772438659699,""Berglund, Mr. Karl Ivar Sven"",-0.661723684853333,-0.5704718797539301,0.0,PP 4348,-0.6322759343995435,True,False,True"
"227,1.266989801811655,-0.3693648410115938,""Mellors, Mr. William John"",-0.9682195104663911,-0.5704718797539301,0.0,SW/PP 751,-0.5417666604645569,True,False,True"
"228,-0.7892723355548015,0.8273772438659699,""Lovell, Mr. John Hall (""""Henry"""")"",-0.814971597659862,-0.5704718797539301,0.0,A/5 21173,-0.7975537389764756,True,False,True"
"229,-0.7892723355548015,-0.3693648410115938,""Fahlstrom, Mr. Arne Jonas"",-1.0703847856707438,-0.5704718797539301,0.0,236171,-0.34500736930154247,True,False,True"
"230,-0.7892723355548015,0.8273772438659699,""Lefebre, Miss. Mathilde"",-0.048732033627216675,-0.5704718797539301,0.0,4133,0.6361682527552384,False,False,True"
"231,1.266989801811655,-1.5661069258891576,""Harris, Mrs. Henry Birkhardt (Irene Wallach)"",0.6664248928032523,1.3476052706640012,0.0,36973,-0.2305564248178402,False,False,True"
"232,-0.7892723355548015,0.8273772438659699,""Larsson, Mr. Bengt Edvin"",0.05343324157713604,-0.5704718797539301,0.0,347067,-0.7562342878322426,True,False,True"
"233,-0.7892723355548015,-0.3693648410115938,""Sjostedt, Mr. Ernst Adolf"",-0.048732033627216675,-0.5704718797539301,0.0,237442,-0.30565551106893957,True,False,True"
"234,1.266989801811655,0.8273772438659699,""Asplund, Miss. Lillian Gertrud"",-2.398533363327329,-0.5704718797539301,0.0,347077,1.1021572172024288,False,False,True"
"235,-0.7892723355548015,-0.3693648410115938,""Leyson, Mr. Robert William Norman"",-0.45739313444462754,-0.5704718797539301,0.0,C.A. 29566,-0.5417666604645569,True,False,True"
"236,-0.7892723355548015,0.8273772438659699,""Harknett, Miss. Alice Phoebe"",-0.048732033627216675,-0.5704718797539301,0.0,W./C. 6609,-0.7739426240369138,False,False,True"
"237,-0.7892723355548015,-0.3693648410115938,""Hold, Mr. Stephen"",1.5859123696424267,1.3476052706640012,0.0,26707,0.6781409447461326,True,False,True"
"238,1.266989801811655,-0.3693648410115938,""Collyer, Miss. Marjorie """"Lottie"""""",-2.092037537714271,-0.5704718797539301,0.0,C.A. 31921,0.6978168738624341,False,False,True"
"239,-0.7892723355548015,-0.3693648410115938,""Pengelly, Mr. Frederick William"",-0.9682195104663911,-0.5704718797539301,0.0,28665,-0.5417666604645569,True,False,True"
"240,-0.7892723355548015,-0.3693648410115938,""Hunt, Mr. George Henry"",0.4620943423945469,-0.5704718797539301,0.0,SCO/W 1585,-0.4020675637388166,True,False,True"
"241,-0.7892723355548015,0.8273772438659699,""Zabour, Miss. Thamine"",-0.048732033627216675,1.3476052706640012,0.0,2665,-0.2305564248178402,False,False,False"
"242,1.266989801811655,0.8273772438659699,""Murphy, Miss. Katherine """"Kate"""""",-0.048732033627216675,1.3476052706640012,0.0,367230,-0.148248078138528,False,True,False"
"243,-0.7892723355548015,-0.3693648410115938,""Coleridge, Mr. Reginald Charles"",0.05343324157713604,-0.5704718797539301,0.0,W./C. 14263,-0.5417666604645569,True,False,True"
"244,-0.7892723355548015,0.8273772438659699,""Maenpaa, Mr. Matti Alexanteri"",-0.661723684853333,-0.5704718797539301,0.0,STON/O 2. 3101275,-0.8073917035346264,True,False,True"
"245,-0.7892723355548015,0.8273772438659699,""Attalah, Mr. Sleiman"",0.15559851678148875,-0.5704718797539301,0.0,2694,-0.7995213318881058,True,False,False"
"246,-0.7892723355548015,-1.5661069258891576,""Minahan, Dr. William Edward"",1.5859123696424267,3.2656824210819324,0.0,19928,-0.2305564248178402,True,True,False"
"247,-0.7892723355548015,0.8273772438659699,""Lindahl, Miss. Agda Thorilda Viktoria"",-0.35522785924027483,-0.5704718797539301,0.0,347071,-0.7562342878322426,False,False,True"
"248,1.266989801811655,-0.3693648410115938,""Hamalainen, Mrs. William (Anna)"",-0.45739313444462754,-0.5704718797539301,0.0,250649,-0.22695179460373377,False,False,True"
"249,1.266989801811655,-1.5661069258891576,""Beckwith, Mr. Richard Leonard"",0.8707554432119577,1.3476052706640012,0.0,11751,2.7680551725064997,True,False,True"
"250,-0.7892723355548015,-0.3693648410115938,""Carter, Rev. Ernest Courtenay"",2.607565121685954,1.3476052706640012,0.0,244252,0.6781409447461326,True,False,True"
"251,-0.7892723355548015,0.8273772438659699,""Reed, Mr. James George"",-0.048732033627216675,-0.5704718797539301,0.0,362316,-0.7975537389764756,True,False,True"
"252,-0.7892723355548015,0.8273772438659699,""Strom, Mrs. Wilhelm (Elna Matilda Persson)"",0.05343324157713604,1.3476052706640012,0.0,347054,-0.5447180498320021,False,False,True"
"253,-0.7892723355548015,-1.5661069258891576,""Stead, Mr. William Thomas"",-0.048732033627216675,-0.5704718797539301,0.0,113514,0.7214279888019959,True,False,True"
"254,-0.7892723355548015,0.8273772438659699,""Lobb, Mr. William Arthur"",0.15559851678148875,1.3476052706640012,0.0,A/5. 3336,-0.10102584825940442,True,False,True"
"255,-0.7892723355548015,0.8273772438659699,""Rosblom, Mrs. Viktor (Helena Wilhelmina)"",1.2794165440293686,-0.5704718797539301,0.0,370129,0.2226431857037541,False,False,True"
"256,1.266989801811655,0.8273772438659699,""Touma, Mrs. Darwis (Hanne Youssef Razi)"",0.05343324157713604,-0.5704718797539301,0.0,2650,-0.16825456286398338,False,False,False"
"257,1.266989801811655,-1.5661069258891576,""Thorne, Mrs. Gertrude Maybelle"",-0.048732033627216675,-0.5704718797539301,0.0,PC 17585,-0.2305564248178402,False,False,False"
"258,1.266989801811655,-1.5661069258891576,""Cherry, Miss. Gladys"",0.15559851678148875,-0.5704718797539301,0.0,110152,-0.2305564248178402,False,False,True"
"259,1.266989801811655,-1.5661069258891576,""Ward, Miss. Anna"",0.6664248928032523,-0.5704718797539301,0.0,PC 17755,-0.2305564248178402,False,False,False"
"260,1.266989801811655,-0.3693648410115938,""Parrish, Mrs. (Lutie Davis)"",2.198904020868543,-0.5704718797539301,0.0,230433,0.6781409447461326,False,False,True"
"261,-0.7892723355548015,0.8273772438659699,""Smith, Mr. Thomas"",-0.048732033627216675,-0.5704718797539301,0.0,384461,-0.7582018807438727,True,True,False"
"262,1.266989801811655,0.8273772438659699,""Asplund, Master. Edvin Rojj Felix"",-2.6028639137360345,-0.5704718797539301,0.0,347077,1.1021572172024288,True,False,True"
"263,-0.7892723355548015,-1.5661069258891576,""Taussig, Mr. Emil"",2.4032345712772485,1.3476052706640012,0.0,110413,-0.2305564248178402,True,False,True"
"264,-0.7892723355548015,-1.5661069258891576,""Harrison, Mr. William"",1.1772512688250159,-0.5704718797539301,0.0,112059,-1.3681556833492174,True,False,True"
"265,-0.7892723355548015,0.8273772438659699,""Henry, Miss. Delia"",-0.048732033627216675,-0.5704718797539301,0.0,382649,-0.7582018807438727,False,True,False"
"266,-0.7892723355548015,-0.3693648410115938,""Reeves, Mr. David"",0.768590168007605,-0.5704718797539301,0.0,C.A. 17248,-0.5417666604645569,True,False,True"
"267,-0.7892723355548015,0.8273772438659699,""Panula, Mr. Ernesti Arvid"",-1.2747153360794492,-0.5704718797539301,0.0,3101295,1.7553980638636366,True,False,True"
"268,1.266989801811655,0.8273772438659699,""Persson, Mr. Ernst Ulrik"",-0.35522785924027483,1.3476052706640012,0.0,347083,-0.7562342878322426,True,False,True"
"269,1.266989801811655,-1.5661069258891576,""Graham, Mrs. William Thompson (Edith Junkins)"",-0.048732033627216675,-0.5704718797539301,0.0,PC 17582,-0.2305564248178402,False,False,True"
"270,1.266989801811655,-1.5661069258891576,""Bissette, Miss. Amelia"",0.6664248928032523,-0.5704718797539301,0.0,PC 17760,-0.2305564248178402,False,False,True"
"271,-0.7892723355548015,-1.5661069258891576,""Cairns, Mr. Alexander"",-0.048732033627216675,-0.5704718797539301,0.0,113798,1.0716595270721616,True,False,True"
"272,1.266989801811655,0.8273772438659699,""Tornquist, Mr. William Henry"",-0.35522785924027483,-0.5704718797539301,0.0,LINE,-1.3681556833492174,True,False,True"
"273,1.266989801811655,-0.3693648410115938,""Mellinger, Mrs. (Elizabeth Anne Maidment)"",1.2794165440293686,-0.5704718797539301,0.0,250644,0.1665667877222951,False,False,True"
"274,-0.7892723355548015,-1.5661069258891576,""Natsch, Mr. Charles H"",0.8707554432119577,-0.5704718797539301,0.0,PC 17596,0.969344695667394,True,False,False"
"275,1.266989801811655,0.8273772438659699,""Healy, Miss. Hanora """"Nora"""""",-0.048732033627216675,-0.5704718797539301,0.0,370375,-0.7582018807438727,False,True,False"
"276,1.266989801811655,-1.5661069258891576,""Andrews, Miss. Kornelia Theodosia"",-0.048732033627216675,1.3476052706640012,0.0,13502,-0.2305564248178402,False,False,True"
"277,-0.7892723355548015,0.8273772438659699,""Lindblom, Miss. Augusta Charlotta"",1.6880776448467794,-0.5704718797539301,0.0,347073,-0.7582018807438727,False,False,True"
"278,-0.7892723355548015,-0.3693648410115938,""Parkes, Mr. Francis """"Frank"""""",-0.048732033627216675,-0.5704718797539301,0.0,239853,-1.3681556833492174,True,False,True"
"279,-0.7892723355548015,0.8273772438659699,""Rice, Master. Eric"",-2.1942028129186237,-0.5704718797539301,0.0,382652,0.9240900586999007,True,True,False"
"280,1.266989801811655,0.8273772438659699,""Abbott, Mrs. Stanton (Rosa Hunt)"",0.6664248928032523,1.3476052706640012,0.0,C.A. 2673,0.22559457507119943,False,False,True"
"281,-0.7892723355548015,0.8273772438659699,""Duane, Mr. Frank"",-0.048732033627216675,-0.5704718797539301,0.0,336439,-0.7582018807438727,True,True,False"
"282,-0.7892723355548015,0.8273772438659699,""Olsson, Mr. Nils Johan Goransson"",-0.048732033627216675,-0.5704718797539301,0.0,347464,-0.7500009534881984,True,False,True"
"283,-0.7892723355548015,0.8273772438659699,""de Pelsmaeker, Mr. Alfons"",-1.2747153360794492,-0.5704718797539301,0.0,345778,-0.6204703769297627,True,False,True"
"284,1.266989801811655,0.8273772438659699,""Dorking, Mr. Edward Arthur"",-0.9682195104663911,-0.5704718797539301,0.0,A/5. 10482,-0.7345907658043109,True,False,True"
"285,-0.7892723355548015,-1.5661069258891576,""Smith, Mr. Richard William"",-0.048732033627216675,-0.5704718797539301,0.0,113056,0.6781409447461326,True,False,True"
"286,-0.7892723355548015,0.8273772438659699,""Stankovic, Mr. Ivan"",0.4620943423945469,-0.5704718797539301,0.0,349239,-0.6863847394693725,True,False,False"
"287,1.266989801811655,0.8273772438659699,""de Mulder, Mr. Theodore"",0.15559851678148875,-0.5704718797539301,0.0,345774,-0.6204703769297627,True,False,True"
"288,-0.7892723355548015,0.8273772438659699,""Naidenoff, Mr. Penko"",-0.661723684853333,-0.5704718797539301,0.0,349206,-0.7467268788832456,True,False,True"
"289,1.266989801811655,-0.3693648410115938,""Hosono, Mr. Masabumi"",1.3815818192337213,-0.5704718797539301,0.0,237798,-0.34500736930154247,True,False,True"
"290,1.266989801811655,0.8273772438659699,""Connolly, Miss. Kate"",-0.661723684853333,-0.5704718797539301,0.0,370373,-0.7582018807438727,False,True,False"
"291,1.266989801811655,-1.5661069258891576,""Barber, Miss. Ellen """"Nellie"""""",-0.2530625840359221,-0.5704718797539301,0.0,19877,-0.2305564248178402,False,False,True"
"292,1.266989801811655,-1.5661069258891576,""Bishop, Mrs. Dickinson H (Helen Walton)"",-0.9682195104663911,1.3476052706640012,0.0,11967,-0.2305564248178402,False,False,False"
"293,-0.7892723355548015,-0.3693648410115938,""Levy, Mr. Rene Jacques"",0.768590168007605,-0.5704718797539301,0.0,SC/Paris 2163,-0.35484533385969314,True,False,False"
"294,-0.7892723355548015,0.8273772438659699,""Haas, Miss. Aloisia"",-0.45739313444462754,-0.5704718797539301,0.0,349236,-0.6716277926321464,False,False,True"
"295,-0.7892723355548015,0.8273772438659699,""Mineff, Mr. Ivan"",-0.45739313444462754,-0.5704718797539301,0.0,349233,-0.7467268788832456,True,False,True"
"296,-0.7892723355548015,-1.5661069258891576,""Lewy, Mr. Ervin G"",-0.048732033627216675,-0.5704718797539301,0.0,PC 17612,0.8135743000394587,True,False,False"
"297,-0.7892723355548015,0.8273772438659699,""Hanna, Mr. Mansour"",-0.5084757720468039,-0.5704718797539301,0.0,2693,-0.7991907762789521,True,False,False"
"298,-0.7892723355548015,-1.5661069258891576,""Allison, Miss. Helen Loraine"",-0.048732033627216675,1.3476052706640012,0.0,113781,-0.2305564248178402,False,False,True"
"299,1.266989801811655,-1.5661069258891576,""Saalfeld, Mr. Adolphe"",-0.048732033627216675,-0.5704718797539301,0.0,19988,1.0323076688395587,True,False,True"
"300,1.266989801811655,-1.5661069258891576,""Baxter, Mrs. James (Helene DeLaudeniere Chaput)"",2.198904020868543,-0.5704718797539301,0.0,PC 17558,-0.2305564248178402,False,False,False"
"301,1.266989801811655,0.8273772438659699,""Kelly, Miss. Anna Katherine """"Annie Kate"""""",-0.048732033627216675,-0.5704718797539301,0.0,9234,-0.7582018807438727,False,True,False"
"302,1.266989801811655,0.8273772438659699,""McCoy, Mr. Bernard"",-0.048732033627216675,3.2656824210819324,0.0,367226,0.46170572446681674,True,True,False"
"303,-0.7892723355548015,0.8273772438659699,""Johnson, Mr. William Cahoone Jr"",-0.9682195104663911,-0.5704718797539301,0.0,LINE,-1.3681556833492174,True,False,True"
"304,1.266989801811655,-0.3693648410115938,""Keane, Miss. Nora A"",-0.048732033627216675,-0.5704718797539301,0.0,226593,-0.3961647850039262,False,True,False"
"305,-0.7892723355548015,0.8273772438659699,""Williams, Mr. Howard Hugh """"Harry"""""",-0.048732033627216675,-0.5704718797539301,0.0,A/5 2466,-0.7345907658043109,True,False,True"
"306,1.266989801811655,-1.5661069258891576,""Allison, Master. Hudson Trevor"",-0.048732033627216675,1.3476052706640012,0.0,113781,-0.2305564248178402,True,False,True"
"307,1.266989801811655,-1.5661069258891576,""Fleming, Miss. Margaret"",-0.048732033627216675,-0.5704718797539301,0.0,17421,-0.2305564248178402,False,False,False"
"308,1.266989801811655,-1.5661069258891576,""Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)"",-1.1725500608750965,1.3476052706640012,0.0,PC 17758,-0.2305564248178402,False,False,False"
"309,-0.7892723355548015,-0.3693648410115938,""Abelson, Mr. Samuel"",0.15559851678148875,1.3476052706640012,0.0,P/PP 3381,0.5207335118157211,True,False,False"
"310,1.266989801811655,-1.5661069258891576,""Francatelli, Miss. Laura Mabel"",0.15559851678148875,-0.5704718797539301,0.0,PC 17485,3.1123839320417748,False,False,False"
"311,1.266989801811655,-1.5661069258891576,""Hays, Miss. Margaret Bechstein"",-0.45739313444462754,-0.5704718797539301,0.0,11767,-0.2305564248178402,False,False,False"
"312,1.266989801811655,-1.5661069258891576,""Ryerson, Miss. Emily Borie"",-1.0703847856707438,3.2656824210819324,0.0,PC 17608,-0.2305564248178402,False,False,False"
"313,-0.7892723355548015,-0.3693648410115938,""Lahtinen, Mrs. William (Anna Sylfven)"",-0.2530625840359221,1.3476052706640012,0.0,250651,0.6781409447461326,False,False,True"
"314,-0.7892723355548015,0.8273772438659699,""Hendekovic, Mr. Ignjac"",-0.048732033627216675,-0.5704718797539301,0.0,349243,-0.7467268788832456,True,False,True"
"315,-0.7892723355548015,-0.3693648410115938,""Hart, Mr. Benjamin"",1.483747094438074,1.3476052706640012,0.0,F.C.C. 13529,0.6978168738624341,True,False,True"
"316,1.266989801811655,0.8273772438659699,""Nilsson, Miss. Helmina Josefina"",-0.2530625840359221,-0.5704718797539301,0.0,347470,-0.7500009534881984,False,False,True"
"317,1.266989801811655,-0.3693648410115938,""Kantor, Mrs. Sinai (Miriam Sternin)"",-0.45739313444462754,1.3476052706640012,0.0,244367,0.6781409447461326,False,False,True"
"318,-0.7892723355548015,-0.3693648410115938,""Moraweck, Dr. Ernest"",2.607565121685954,-0.5704718797539301,0.0,29011,-0.26630365283633667,True,False,True"
"319,1.266989801811655,-1.5661069258891576,""Wick, Miss. Mary Natalie"",0.2577637919858415,-0.5704718797539301,0.0,36928,-0.2305564248178402,False,False,True"
"320,1.266989801811655,-1.5661069258891576,""Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)"",1.1772512688250159,1.3476052706640012,0.0,16966,-0.2305564248178402,False,False,False"
"321,-0.7892723355548015,0.8273772438659699,""Dennis, Mr. Samuel"",-0.661723684853333,-0.5704718797539301,0.0,A/5 21172,-0.7975537389764756,True,False,True"
"322,-0.7892723355548015,0.8273772438659699,""Danoff, Mr. Yoto"",-0.1508973088315694,-0.5704718797539301,0.0,349219,-0.7467268788832456,True,False,True"
"323,1.266989801811655,-0.3693648410115938,""Slayter, Miss. Hilda Mary"",0.15559851678148875,-0.5704718797539301,0.0,234818,-0.3961647850039262,False,True,False"
